,m,n,r
136,"(_216:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e21\u0e31\u0e2a\u0e04\u0e34\u0e27\u0e25\u0e34\u0e19,\u0e21\u0e32\u0e2a\u0e04\u0e34\u0e27\u0e25\u0e34\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_216)
137,"(_243:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Messy'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_243)
138,"(_244:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Alternative'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_244)
139,"(_278:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Old school,\u0e22\u0e49\u0e2d\u0e19\u0e22\u0e38\u0e04'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_278)
140,"(_279:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e14\u0e34\u0e2a\u0e42\u0e01\u0e49'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_279)
141,"(_280:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Maxi'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_280)
142,"(_281:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e42\u0e1a\u0e2e\u0e35\u0e40\u0e21\u0e35\u0e22\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_281)
143,"(_282:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e2a\u0e1b\u0e2d\u0e23\u0e4c\u0e15,\u0e01\u0e35\u0e2c\u0e32'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_282)
144,"(_300:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e17\u0e31\u0e48\u0e27\u0e44\u0e1b'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_300)
145,"(_301:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e27\u0e34\u0e19\u0e40\u0e17\u0e08'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_301)
146,"(_302:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e0a\u0e34\u0e04'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_302)
147,"(_303:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e23\u0e47\u0e2d\u0e04'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_303)
148,"(_304:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e40\u0e01\u0e32\u0e2b\u0e25\u0e35,\u0e42\u0e04\u0e40\u0e23\u0e35\u0e22\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_304)
149,"(_305:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Hedging'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_305)
150,"(_306:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e2e\u0e34\u0e1b,\u0e2e\u0e34\u0e1b\u0e1b\u0e35\u0e49,\u0e2e\u0e34\u0e1b\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_306)
151,"(_307:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e2a\u0e41\u0e27\u0e01\u0e40\u0e01\u0e2d\u0e23\u0e4c,\u0e2a\u0e40\u0e40\u0e27\u0e47\u0e01,\u0e0b\u0e48\u0e32,\u0e40\u0e17\u0e48\u0e2b\u0e4c'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_307)
152,"(_308:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e42\u0e25\u0e25\u0e34\u0e15\u0e49\u0e32,\u0e42\u0e01\u0e18\u0e34\u0e04,\u0e01\u0e2d\u0e18\u0e34\u0e04'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_308)
153,"(_309:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Urban,\u0e41\u0e19\u0e27\u0e04\u0e19\u0e40\u0e21\u0e37\u0e2d\u0e07'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_309)
154,"(_310:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e40\u0e23\u0e42\u0e17\u0e23'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_310)
155,"(_311:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e21\u0e34\u0e19\u0e34\u0e21\u0e2d\u0e25'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_311)
156,"(_313:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e41\u0e19\u0e27\u0e19\u0e48\u0e32\u0e23\u0e31\u0e01'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_313)
157,"(_329:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e41\u0e1f\u0e0a\u0e31\u0e48\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_329)
158,"(_354:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e04\u0e23\u0e34\u0e2a\u0e21\u0e32\u0e2a'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_354)
159,"(_355:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e2d\u0e34\u0e19\u0e40\u0e14\u0e35\u0e22\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_355)
160,"(_374:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e1e\u0e32\u0e2a\u0e40\u0e17\u0e25'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_374)
161,"(_375:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e1e\u0e31\u0e07\u0e04\u0e4c'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_375)
162,"(_376:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e1b\u0e32\u0e23\u0e4c\u0e15\u0e35\u0e49'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_376)
163,"(_377:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e04\u0e32\u0e27\u0e32\u0e2d\u0e35\u0e49'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_377)
164,"(_378:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: 'Glam'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_378)
165,"(_379:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e41\u0e19\u0e27\u0e04\u0e23\u0e32\u0e2a\u0e2a\u0e34\u0e04'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_379)
166,"(_394:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e41\u0e19\u0e27\u0e2b\u0e27\u0e32\u0e19'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_394)
167,"(_395:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', style_Type: '\u0e19\u0e2d\u0e23\u0e4c\u0e21\u0e04\u0e2d\u0e23\u0e4c'})","(_167:Style_Entity {Big_type_Entity: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32', category_Type: '\u0e40\u0e2a\u0e37\u0e49\u0e2d\u0e1c\u0e49\u0e32'})",(_167)-[:style {}]->(_395)
168,"(_633:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e01\u0e23\u0e30\u0e2a\u0e2d\u0e1a', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_633)
169,"(_632:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Gathered', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_632)
170,"(_631:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Flared', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_631)
171,"(_630:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Godot', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_630)
172,"(_629:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e08\u0e31\u0e1a\u0e08\u0e35\u0e1a', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_629)
173,"(_571:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e23\u0e30\u0e1a\u0e32\u0e22', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_571)
174,"(_221:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e2b\u0e32\u0e07\u0e1b\u0e25\u0e32', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_221)
175,"(_220:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e19\u0e32\u0e07\u0e40\u0e07\u0e37\u0e2d\u0e01,\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e1b\u0e25\u0e32', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_220)
176,"(_201:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Pegged', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_201)
177,"(_200:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Granny', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_200)
178,"(_199:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e22\u0e49\u0e27\u0e22\u0e27\u0e07\u0e01\u0e25\u0e21', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_199)
179,"(_196:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e17\u0e23\u0e31\u0e21\u0e40\u0e1b\u0e47\u0e15', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_196)
180,"(_195:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e23\u0e31\u0e14\u0e23\u0e39\u0e1b', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_195)
181,"(_190:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e2a\u0e38\u0e48\u0e21', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_190)
182,"(_189:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e22\u0e34\u0e1b\u0e0b\u0e35', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_189)
183,"(_165:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e01\u0e32\u0e07\u0e40\u0e01\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_165)
184,"(_164:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07Paneled', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_164)
185,"(_163:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e23\u0e30\u0e1a\u0e32\u0e22\u0e0a\u0e31\u0e49\u0e19,\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e0a\u0e31\u0e49\u0e19\u0e46', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_163)
186,"(_162:SubBottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Subcategory: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07\u0e17\u0e23\u0e07\u0e17\u0e34\u0e27\u0e25\u0e34\u0e1b', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})","(_187:Bottom_Entity {Bottom_Entity: '\u0e01\u0e23\u0e30\u0e42\u0e1b\u0e23\u0e07', Type: '\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17'})",(_187)-[:subcategory {}]->(_162)
